X,Y,OBJECTID,SHELTER_CODE,STATUS,OS_EASTING,OS_NORTHING,CREATED_ON,STOP_STOP_ID,COUNTDOWN_SIGN,ROAD_NAME,DIRECTION,LOCALITY,TOWN,FEATURE_LOCATION,SMS_CODE,ELECTRICITY_BOARD,POST_OWNER,SHELTER_OWNER,POSTCODE,LAST_CLEANED,UPDATED_ON
521787.000000117,182935.999999562,76733,0105/3431,A,521787,182936,,3655,,STATION APPROACH,,,,,,,,,,,20060517043435
532018.00000019,186564.999999552,76734,0112/0337,A,532018,186565,,4765,,BROWNSWOOD ROAD,E/B,,HACKNEY,30.5 M W OF QUEEN'S DRIVE. O/S SOUTHERN FLANK WALL OF 81.,49064,UKPN London Hub,Transport for London,Transport for London,N4 2HR,2023/12/26 00:15:48+00,20210817043127
537565.00000032,176020.999999448,76735,0123/8994,A,537565,176021,,16100,,LOAMPIT HILL,W/B,Ladywell,Lewisham,OPP 52. E OF HALESWORTH ROAD,50126,UKPN London Hub,Transport for London,Transport for London,SE13 7SZ,2024/01/02 19:38:38+00,20220627095059
542399.000000207,174490.999999377,76736,0111/9642,A,542399,174491,,18405,,ELTHAM HILL,E/B,,ELTHAM,"OPP 146, O/S ELTHAM POOLS E OF PT OPP KINGSGROUND",58061,UKPN London Hub,Transport for London,Transport for London,SE95SU,2023/08/07 21:26:36+00,20210817042246
539647.000000237,181152.99999942,76737,0125/0360,A,539647,181153,,2767,,SILVERTOWN WAY,S/B,,CANNING TOWN,"BRUNEL STREET, 21 M S OF.  71 M N OF SHIRLEY STREET.  O/S ""HOLIDAY INN EXPRESS"" (No.1 SILVERTOWN WAY).",54683,UKPN London Hub,Transport for London,Transport for London,E16 1EA,2024/01/18 01:44:53+00,20240206145852
528722.000000085,173665.999999515,76738,0132/0086,A,528722,173666,,16666,,BALHAM HIGH ROAD,N/B,BALHAM,LONDON,"CAISTOR ROAD, N OF; O/S 46.",75089,UKPN London Hub,Transport for London,Transport for London,SW12 9AH,2024/02/15 22:33:21+00,20210817042834
542305.000000355,172065.999999341,76739,0106/7450,A,542305,172066,,16066,,DUNKERY ROAD,W/B,,MOTTINGHAM,"BEACONSFIELD ROAD, 20 M E OF. OPP P/W 207-209. (SE9)",51023,UKPN London Hub,Transport for London,Transport for London,SE9 4HP,2024/01/15 23:33:23+00,20210817042007
539408.000000356,186890.999999507,76740,0131/0366,A,539408,186891,,19602,,LEYTONSTONE HIGH ROAD,S/B,LEYTONSTONE,,"O/S 536. FERNDALE ROAD, 16M N OF C/L OF.",55915,UKPN London Hub,Transport for London,Transport for London,E11 3DH,2024/01/29 02:27:46+00,20210817043053
547375.000000092,186859.99999918,76741,0102/8347,A,547375,186860,,12209,,BENNETT'S CASTLE LANE,S/B,,DAGENHAM,"O/S 5.GREEN LANE, 46M S OF.",49973,UKPN London Hub,Transport for London,Transport for London,RM8 3XX,2024/01/31 07:34:42+00,20210817042004
531019.000000147,175305.999999517,76742,0122/1083,A,531019,175306,,9349,,BRIXTON ROAD,S/B,,LAMBETH,O/S 467 (KFC). 30M NORTH OF COLDHARBOUR LANE,QR Code (Formally 71414),UKPN London Hub,Transport for London,Transport for London,SW9 8HH,2024/02/13 00:14:25+00,20210817043117
544724.000000186,183763.999999294,76743,0102/0321,A,544724,183764,,18170,,RIPPLE ROAD,E/B,,BARKING,"74M EAST AND OPP KING EDWARDS ROAD; 142M WEST OF CRANBOURNE ROAD",48679,UKPN London Hub,Transport for London,Transport for London,IG11 7PR,2024/01/30 00:34:52+00,20210817043027
549645.000000166,183388.999999272,76744,0102/8342,A,549645,183389,,4437,,BALLARDS ROAD (NORTHERN ARM),E/B,,DAGENHAM,O/S 3. BALLARDS ROAD 46M E OF,51719,UKPN London Hub,Transport for London,Transport for London,RM10 9AR,2024/02/19 00:06:50+00,20210817041957
518607.000000103,169346.999999516,76745,0121/F0032,A,518607,169347,,17952,,LONDON ROAD,,,,,,,,,,,20210817042437
528939.000000058,174406.999999508,76746,0122/7054,A,528939,174407,,18116,,CAVENDISH ROAD,E/B,,,"E OF CLAPHAM COMMON SOUTH SIDE, TO SIDE WALL OF 100 CLAPHAM COMMON SOUTH SIDE",59070,UKPN London Hub,Transport for London,Transport for London,SW49DL,2024/02/16 02:49:14+00,20210817042026
527572.000000097,171360.999999545,76747,0132/0166,A,527572,171361,,12956,,MITCHAM ROAD,S/B,TOOTING,LONDON,"`LONGMEAD ROAD, 67 M E OF; O/S 59 (BOOTS).",74220,UKPN London Hub,Council,Transport for London,SW17 9PB,2024/02/01 00:10:54+00,20210817042821
529213.000000147,182956.99999951,76748,0107/F0063,A,529213,182957,,17112,,HAMPSTEAD ROAD,,,,,,,,,,,20210817042128
531031.000000147,180005.999999501,76749,0122/2886,A,531031,180006,,11888,,WATERLOO STATION TAXI ROAD,W/B,,LAMBETH,E OF YORK ROAD,73340,NO BOARD,Transport for London,Transport for London,SE1 8SH,2024/01/07 20:36:42+00,20240104155751
542775.000000221,174416.999999374,76750,0111/0368,A,542775,174417,,3551,,ELTHAM HIGH STREET,W/B,,ELTHAM,"7M WEST OF CHEQUERS PARADE. O/S NO 96 BOOTS CHEMISTS	
21 M E OF ELIZABETH TERRACE						
",47147,UKPN London Hub,Transport for London,Transport for London,SE91BW,2023/12/27 01:56:05+00,20210817043127
540314.000000133,172993.999999346,76751,0123/1110,A,540314,172994,,12858,,BARING ROAD,S/B,St Mildred,Grove Park,"BRAMDEAN CRESCENT, 5 M N OF  &  OPP. 19 M N OF HEATHER ROAD. O/S P/W 177/179.",48655,UKPN London Hub,Transport for London,Transport for London,SE12 0LA,2023/08/08 00:23:36+00,20210817042905
537519.000000339,193724.999999367,76752,0131/8109,A,537519,193725,,12927,,OLD CHURCH ROAD,W/B,CHINGFORD,,OPP 288. 20M E OF AND OPP LAMBOURNE GARDENS,58667,UKPN London Hub,Transport for London,Transport for London,E4  6XQ,2024/01/03 05:01:52+00,20210817042805
522237.000000139,185230.99999956,76753,0105/0008,A,522237,185231,,5999,,HAMILTON ROAD,S/B,WILLESDEN,LONDON BOROUGH OF BRENT,O/S 21 N OF BURNLEY ROAD,54094,UKPN London Hub,Transport for London,Transport for London,NW101NU,2024/01/28 21:45:58+00,20210817042055
529919.000000146,180385.999999506,76754,0133/9865,A,529919,180386,,10914,,COCKSPUR STREET,W/B,ST JAMES'S,WESTMINSTER,"O/S 29/34, W OF SPRING GARDENS",58872,UKPN London Hub,Transport for London,Transport for London,SW1Y5BN,2024/02/02 05:09:54+00,20210817042811
523949.000000085,174981.99999955,76755,0132/0040,A,523949,174982,,5269,,PUTNEY HILL,S/B,PUTNEY,LONDON,"UPPER RICHMOND ROAD, 59 M S OF; O/S 9;  PT H",58162,UKPN London Hub,Transport for London,Transport for London,SW15 6BA,2024/02/14 01:11:59+00,20210817042827
526980.000000139,189929.999999577,76756,0103/7352,A,526980,189930,,691,,EAST FINCHLEY HIGH ROAD,N/B,,N2,"LEOPOLD ROAD, 18 M S OF.  28 M N OF LESLIE ROAD.  OPP LIBRARY.",76025,UKPN London Hub,Transport for London,Transport for London,N2 8BN,2024/01/26 01:25:06+00,20220704153817
541116.00000013,174607.99999938,76757,0111/9644,A,541116,174608,,5558,,ELTHAM ROAD,W/B,,ELTHAM,"O/S 150, W OF CEDARHURST DRIVE",53484,UKPN London Hub,Transport for London,Transport for London,SE95LP,2023/08/07 19:35:34+00,20210817042247
536003.000000231,175419.999999513,76758,0123/1078,A,536003,175420,,15518,,FRENDSBURY ROAD,N/B,Pepys,Brockley,"REVELON ROAD, OPP. 1 M S OF L/S 19. BROCKILL CRESCENT",75831,UKPN London Hub,Transport for London,Transport for London,SE4 2JT,2024/01/01 23:11:48+00,20210817042913
519449.000000106,181265.99999955,76759,0109/2749,A,519449,181266,,2710,,NOEL ROAD,E/B,,Acton,"O/S SIDE GARDEN OF NO 118, OPP 213, EAST OF SAXON DRIVE",72822,Southern Electric,Transport for London,Transport for London,W3 0JS,2024/01/24 00:35:14+00,20210817042203
525762.000000119,195447.999999517,76760,0103/8837,A,525762,195448,,8531,,GREAT NORTH ROAD,N/B,,BARNET,"DINSDALE GARDENS, 62M S OF & OPP. WYCHERLEY CRESCENT, 34M S OF.",75546,UKPN London Hub,Transport for London,Transport for London,EN51AU,2024/02/08 21:44:19+00,20210817042014
528730.000000075,189744.999999437,76761,0114/0048,A,528730,189745,,13774,,MUSWELL HILL BROADWAY,N/B,,,"O/S 271/272,  N. OF QUEENS AVENUE",71060,UKPN London Hub,Transport for London,Transport for London,N10 1BY,2024/02/06 01:15:33+00,20210817042412
526124.00000013,182085.999999532,76762,0133/7454,A,526124,182086,,5401,,CLIFTON GARDENS,W/B,LITTLE VENICE,WESTMINSTER,"WARRINGTON CRESCENT, 34M E/O AND OPP C/L",49084,UKPN London Hub,Council,Transport for London,W91DS,2023/12/27 00:41:14+00,20210817042721
531872.000000151,179173.999999492,76763,0128/0351,A,531872,179174,,1678,,LONDON ROAD,N/B,SOUTHWARK,Chaucer,"O/S PERRONET HOUSE, OPP SKIPTON HOUSE.43 M S OF PRINCESS STREET 36 M N OF ELEPHANT  &  CASTLE ROUNDABOUT",74792,UKPN London Hub,Transport for London,Transport for London,SE1 6LW,2024/01/28 22:54:31+00,20210817042718
526850.00000013,184136.999999532,76764,0107/0164,A,526850,184137,,6627,,ADELAIDE ROAD,W/B,SWISS COTTAGE,CAMDEN,"AVENUE ROAD, 76 M E OF.  O/S UCL ACADEMY.    (POINT H)",71489,UKPN London Hub,Transport for London,Transport for London,NW3 3ST,2024/02/15 23:43:39+00,20210817042204
536522.000000253,192337.999999433,76765,0131/0034,A,536522,192338,,11049,,HALL LANE,S/B,CHINGFORD,,"OPP CHINGFORD INDUSTRIAL CENTRE, N OF BURNHAM ROAD",75460,UKPN London Hub,Transport for London,Transport for London,E4  8NU,2024/02/19 03:49:12+00,20210817042742
517970.000000038,174338.99999958,76766,0127/7234,A,517970,174339,,7791,,PETERSHAM ROAD,N/B,Petersham,,OPP 18. S OF  &  OPP COMPASS HILL.,71867,UKPN London Hub,Transport for London,Transport for London,TW10 6UW,2024/02/01 22:23:22+00,20221129094614
527935.000000107,170065.999999529,76767,0124/F0008,A,527935,170066,,11489,,LONDON ROAD,,,,,,,,,,,20210817042552
532218.00000012,178549.999999484,76768,0128/0416,A,532218,178550,,7196,,WALWORTH ROAD,S/B,SOUTHWARK,Browning,"8M N OF LARCOM STREET. O/S ""WALWORTH ROAD HEALTH CENTRE""",55755,UKPN London Hub,Council,Transport for London,SE17 1RY,2024/01/23 23:59:12+00,20210817042955
554207.00000066,192353.999999303,76769,0116/1035,A,554207,192354,,5274,,DAGNAM PARK DRIVE,E/B,HAROLD HILL,ROMFORD,"CHUDLEIGH ROAD, 37 M W OF.  5 M EAST OF FLANK WALL OF BROOKSIDE SCHOOL, OPP. ""CENTRAL PARK"".",54605,UKPN London Hub,Transport for London,Transport for London,RM3  9DJ,2024/01/26 00:20:33+00,20210817042946
512309.000000033,182310.999999557,76770,0117/1871,A,512309,182311,,13195,,BROADMEAD ROAD,N/B,,Hayes,20 MTRS SOUTH OF BRAUNSTON DRIVE.30 MTRS SOUTH OF & OPP BALLINGER WAY,51411,Southern Electric,Transport for London,Transport for London,UB5 6XA,2024/02/13 00:15:47+00,20210817042318
518607.000000294,191304.999999642,76771,0115/5205,A,518607,191305,,18995,,WHITCHURCH LANE,E/B,,EDGWARE,OPP 174. 17 M W OF ST LAWRENCE CLOSE.,54795,UKPN London Hub,Transport for London,Transport for London,HA8 6UL,2024/02/13 13:33:05+00,20210817042332
526996.000000084,173909.999999558,76772,0132/0337,A,526996,173910,,17105,,TRINITY ROAD,S/B,WANDSWORTH,LONDON,"N OF HENDERSON ROAD; O/S 314.",52035,UKPN London Hub,Transport for London,Transport for London,SW18 3RG,2024/01/04 22:23:33+00,20210817042829
536872.000000212,174760.999999492,76773,0123/6803,A,536872,174761,,517,,BROCKLEY GROVE,W/B,Crofton Park,Brockley,O/S CROFTON PARK BAPTIST CHURCH. E OF HUXBEAR STREET. W OF ELISEMAUD ROAD,74222,UKPN London Hub,Transport for London,Transport for London,SE4 1EB,2024/02/02 03:01:37+00,20210817042611
520601.999999579,191583.999999498,76774,0103/5283,A,520602,191584,,3856,,DEANSBROOK ROAD,W/B,,EDGWARE,"BROOK WALK, 21M W OF. CRISPIN ROAD, 75M E OF.",74655,UKPN London Hub,Transport for London,Transport for London,HA89BT,2024/02/15 12:42:07+00,20210817041944
537171.000000167,183359.999999342,76775,0130/0123,A,537171,183360,,19162,,FAIRFIELD ROAD,N/B,,LONDON,OPP FAIRFIELD MEWS S OF TREDEGAR ROAD,72071,UKPN London Hub,Transport for London,Transport for London,E3  2YD,2024/02/06 00:02:41+00,20210817042740
543027.99999996,167746.999999036,76776,0106/0065,A,543028,167747,,5340,,SOUTHBOROUGH LANE,E/B,,BROMLEY,"OPP 292, ""CROOKED BILLET"" PH E OF BLACKBROOK LANE",72179,UKPN London Hub,Transport for London,Transport for London,BR2 8AY,2024/01/23 03:42:53+00,20210817042039
535776.000000182,181185.999999437,76777,0130/0043,A,535776,181186,,11525,,COMMERCIAL ROAD,E/B,,LONDON,"OPP CHALKWELL HOUSE, E AND OPP PITSEA STREET 24M",53228,UKPN London Hub,Transport for London,Transport for London,E1 0QA,2024/02/18 23:11:42+00,20210817042724
527591.000000133,181874.999999525,76778,0133/0007,A,527591,181875,,12309,,MARYLEBONE ROAD,E/B,MARYLEBONE ROAD,WESTMINSTER,"GREAT CENTRAL STREET 25M W OF , O/S THE LANDMARK HOTEL",73072,UKPN London Hub,Transport for London,Transport for London,NW1 6JL,2024/02/19 00:40:31+00,20210817042724
535246.000000212,173530.999999511,76779,0123/1102,A,535246,173531,,511,,HONOR OAK ROAD,N/B,Horniman,Forest Hill,"HORNIMAN DRIVE, 17 M S OF. 87 M N OF  &  OPP BENSON ROAD.",52139,UKPN London Hub,Transport for London,Transport for London,SE23 3RZ,2024/02/02 01:30:47+00,20210817042906
544511.000000214,179093.99999929,76780,0111/7971,A,544511,179094,,8210,,BROADWATER ROAD,S/B,,THAMESMEAD,SIDE OF 1/2 FORTUNE WALK. S OF FORTUNE WALK. N OF TOM CRIBB ROAD,72754,UKPN London Hub,Transport for London,Transport for London,SE28 0EJ,2024/01/29 23:36:51+00,20210817042231
546484.000000292,179635.999999159,76781,0111/2589,A,546484,179636,,1425,,SEWELL ROAD,W/B,,ABBEYWOOD,EAST OF DEVENISH ROAD.,49204,UKPN London Hub,Council,Transport for London,SE29BZ,2024/01/30 23:19:59+00,20210817042216
533339.000000127,181428.999999543,76782,0101/2387,A,533339,181429,,3459,,HOUNDSDITCH,E/B,,"London, City of","BARBON ALLEY, 9.5 M S OF. 30 M N OF & OPP ST MARY'S AXE.  O/S Nos2-5 (RBS BUILDING).  OPP ""BOOTS THE CHEMIST"".",55223,UKPN London Hub,Transport for London,Transport for London,EC2P  2DH,2024/01/17 01:35:39+00,20210817043047
534613.000000129,186642.999999474,76783,0112/0276,A,534613,186643,,4760,,NORTHWOLD ROAD,W/B,,HACKNEY,"ROSSENDALE STREET, 3M E OF  &  OPP;  O/S 6",76482,UKPN London Hub,Transport for London,Transport for London,E5  8SG,2024/02/08 01:00:15+00,20220620091051
536786.00000004,161840.999999439,76784,0108/1089,A,536786,161841,,8335,,COURTWOOD LANE,N/B,,Croydon,"MARKFIELD, OPP C/L OF.  O/S No.202 MARKFIELD.",52234,UKPN London Hub,Council,Transport for London,CR0 9HU,2024/01/31 03:19:07+00,20210817042916
506711.00000015,178992.999999606,76785,0117/0125,A,506711,178993,,5968,,SIPSON ROAD,S/B,,West Drayton,"OPP 91, 37 MTRS N C/L OF BELL AVENUE.37 MTRS SOUTH OF & OPP C/L OF MAXWELL ROAD",72556,Southern Electric,Transport for London,Transport for London,UB7 9DH,2024/01/23 21:22:31+00,20210817042451
524147.000000132,184075.999999547,76786,0105/7037,A,524147,184076,,13167,,BRONDESBURY PARK,S/B,BRONDESBURY,LONDON BOROUGH OF BRENT,"53.5 M NORTH OF C/L THE AVENUE, 68M SOUTH OF C/L CHRISTCHURCH AVENUE",57195,UKPN London Hub,Transport for London,Transport for London,NW6 7YG,2024/01/22 21:05:47+00,20210817042032
523139.000000127,181156.999999553,76787,0113/7205,A,523139,181157,,3259,,WOOD LANE,N/B,,HAMMERSMITH AND FULHAM,"O/S 227.  N OF WESTWAY, S OF DU CANE ROAD",59079,UKPN London Hub,Transport for London,Transport for London,W12 0DH,2024/02/05 22:09:57+00,20210817042422
540117.000000178,190539.999999341,76788,0126/0271,A,540117,190540,,8662,,WOODFORD GREEN HIGH ROAD,N/B,South Woodford,ILFORD,"O/S 127 ""CENTEEN CAFEF"" 50M N OF SOUTHEND ROAD",53841,UKPN London Hub,Transport for London,Transport for London,E18 2PA,2024/02/09 01:09:16+00,20210817042634
527888.000000134,179265.999999521,76789,0120/0011,A,527888,179266,,17010,,SLOANE STREET,N/B,,,"O/S 76, S OF PAVILION STREET",57284,UKPN London Hub,Transport for London,Transport for London,SW1X 9SF,2024/01/29 05:04:55+00,20210817042502
532571.000000181,192446.999999562,76790,0110/1763,A,532571,192447,,8105,,GREAT CAMBRIDGE ROAD,S/B,,ENFIELD,S OF NORTH CIRCULAR ROAD AT END OF WEIR HALL GARDENS,73604,UKPN London Hub,Transport for London,Transport for London,N18 1BH,2023/08/13 02:43:58+00,20210817042312
528163.000000142,164542.999999471,76791,0129/0072,A,528163,164543,,17289,,CARSHALTON HIGH STREET,E/B,Carshalton Central,Carshalton,"O/S 31/33, W OF BEACON GROVE",76556,UKPN London Hub,Transport for London,Transport for London,SM5 3AE,2024/02/01 00:31:03+00,20210817042756
517668.000000449,163328.999999439,76792,0121/1063,A,517668,163329,,11134,,LEATHERHEAD ROAD,S/B,,CHESSINGTON,55.7 M N OF GARRISON LANE. 33.8M S OF BURTON CLOSE. 4.9 M SO F & OPP FLEETWOOD CLOSE.,57620,UKPN London Hub,Council,Transport for London,KT9 2HT,2024/01/16 01:33:00+00,20210817043147
531801.000000309,195145.999999596,76793,0110/3479,A,531801,195146,,11156,,GREEN DRAGON LANE,E/B,,WINCHMORE HILL,W OF DEEPDENE COURT. OPPOSITE HOODCOTE GARDENS.,73085,UKPN London Hub,Transport for London,Transport for London,N211DD,2024/02/16 00:14:35+00,20210817042238
532940.0000001,165794.999999499,76794,0108/0272,A,532940,165795,,6151,,CHERRY ORCHARD ROAD,N/B,,Croydon,"ADDISCOMBE ROAD, 51 M N OF. O/S EAST FLANK WALL OF ""POST OFFICE"". 50 M S OF BILLINGTON HILL",47281,UKPN London Hub,Council,Transport for London,CR0 6BA,2023/12/18 02:42:48+00,20210817043135
539461.000000127,175764.999999351,76795,0123/1917,A,539461,175765,,6783,,LEE TERRACE,W/B,St Margaret,Blackheath,BLACKHEATH HOSPITAL W OF HATCLIFFE CLOSE (SE3),73011,UKPN London Hub,Transport for London,Transport for London,SE3 9TA,2024/01/17 22:26:01+00,20230103143233
548876.000000101,187124.99999915,76796,0102/8358,A,548876,187125,,9193,,WHALEBONE LANE SOUTH,N/B,,DAGENHAM,"JAMES AVENUE, 46 M N OF & OPP. OS CAR REPAIRS",53025,UKPN London Hub,Transport for London,Transport for London,RM8 1AD,2024/01/31 04:55:48+00,20210817041953
516455.000000035,176804.999999586,76797,0118/0176,A,516455,176805,,2811,,LONDON ROAD,W/B,,ISLEWORTH,O/S 277 (JOHN BUSCH HSE) W OF TWICKENHAM ROAD,50911,Southern Electric,Transport for London,Transport for London,TW7 5XG,2023/12/27 02:30:00+00,20210817042500
512960.00000005,187304.999999601,76798,0115/0033,A,512960,187305,,12836,,ALEXANDRA AVENUE,N/B,,RAYNERS LANE,"WARDEN AVENUE, 86.5 M NW OF. O/S P/W 421/423.",71111,UKPN London Hub,Council,Transport for London,HA2 9SG,2024/01/23 22:11:38+00,20220719092433
523583.000000011,165227.999999536,76799,0129/0123,A,523583,165228,,15191,,LONDON ROAD,S/B,North Cheam,Cheam,"OUTSIDE SAINSBURY CAR PARK, OPP 583, S OF PT OPP COURTENAY ROAD, ON RUN OUT OF BUS BAY",49794,UKPN London Hub,Transport for London,Transport for London,SM3 9AA,2024/01/24 01:30:56+00,20210817042955
540491.000000319,182867.999999561,76800,0125/0168,A,540491,182868,,15585,,BALAAM STREET,N/B,,PLAISTOW,"O/S 149, N OF SEWELL STREET",73644,UKPN London Hub,Transport for London,Transport for London,E13 8AE,2024/01/16 02:36:34+00,20210817042527
522179.000000141,185220.999999558,76801,0105/5118,A,522179,185221,,18480,,BURNLEY ROAD,E/B,WILLESDEN,LONDON BOROUGH OF BRENT,"O/S 68, WEST OF HAMILTON ROAD",71144,UKPN London Hub,Transport for London,Transport for London,NW101EJ,2024/01/09 22:03:57+00,20210817042049
528741.00000006,174280.999999511,76802,0132/0258,A,528741,174281,,17256,,NIGHTINGALE LANE,W/B,BALHAM,LONDON,"W OF BALHAM HILL; O/S 3/5 (POLICE SECTION HOUSE).",72201,UKPN London Hub,Transport for London,Transport for London,SW12 8TN,2024/02/15 23:04:03+00,20210817042821
524048.000000092,185392.999999562,76803,0105/0354,A,524048,185393,,3166,,CRICKLEWOOD BROADWAY,N/B,CRICKLEWOOD,LONDON BOROUGH OF BRENT,O/S 63. N OF  &  OPP SKARDU ROAD,56416,UKPN London Hub,Transport for London,Transport for London,NW2 3EP,2024/01/29 00:51:43+00,20210817043137
526682.00000013,181678.99999953,76804,0133/0155,A,526682,181679,,5813,,HARROW ROAD,W/B,HARROW ROAD,WESTMINSTER,"HERMITAGE STREET, 50 N E OF.  O/S PADDINGTON GARDENS",75796,UKPN London Hub,Transport for London,Transport for London,W2  1LF,2024/02/12 23:39:25+00,20210817042804
533383.000000127,181118.999999542,76805,0101/2344,A,533383,181119,,10048,,LEADENHALL STREET,W/B,,"London, City of","OS 52-54. OPP ST CATHERINE CREE CHURCH,  38M WEST OF HARTSHORN ALLEY EC3,  9M EAST AND OFF CREECHURCH LANE EC3",77801,UKPN London Hub,Transport for London,Transport for London,EC3A 2AD,2024/01/17 01:49:06+00,20210817042736
536696.0000002,188752.999999451,76806,0131/7079,A,536696,188753,,13270,,SOUTH GROVE,E/B,WALTHAMSTOW,,"SIDE ROAD, 50 M E OF. 150 M E OF BRUNNER ROAD. O/S COUNCIL PAY  &  DISPLAY CAR PARK.",52870,NO BOARD,Transport for London,Transport for London,E17 7NX,2024/02/16 01:33:06+00,20210817042804
518779.00000001,163624.999999497,76807,0121/3253,A,518779,163625,,186,,GILDERS ROAD,N/B,,CHESSINGTON,"O/S 106A. 27 M N OF STOKESBY ROAD. FILBY ROAD, 27.1 M S OF & OPP.",76595,UKPN London Hub,Transport for London,Transport for London,KT9 2AE,2024/01/16 00:12:13+00,20210817042427
510354.000000035,174636.999999593,76808,0118/F0055,A,510354,174637,,9184,,FAGG'S ROAD,,,,,,,,,,,20210817042437
553643.000001233,193022.999999555,76809,0116/1034,A,553643,193023,,14987,,NORTH HILL DRIVE,N/B,HAROLD HILL,ROMFORD,23M SOUTH OF AND OPP. WINCANTON RD. 57M N OF AND OPP. WREXHAM ROAD,53711,UKPN London Hub,Transport for London,Transport for London,RM3  7AE,2024/01/25 22:14:54+00,20210817042836
542518.000000203,179025.999999379,76810,0111/9351,A,542518,179026,,6757,,WOOLWICH CHURCH STREET,W/B,,WOOLWICH,"O/S 130, E OF PROSPECT VALE",56943,UKPN London Hub,Transport for London,Transport for London,SE185NQ,2023/12/29 21:38:37+00,20210817042248
534401.00000025,196722.999999523,76811,0110/1084,A,534401,196723,,13136,,CROWN ROAD,W/B,,ENFIELD,"GREAT CAMBRIDGE ROAD, 70M E OF (A10); OPP HOMEBASE; O/S CAR PARK SPACES G&H",72508,NO BOARD,Transport for London,Transport for London,EN1  1TH,2024/01/26 03:45:43+00,20210817042946
530812.000000089,164201.999999418,76812,0129/1013,A,530812,164202,,2161,,STAFFORD ROAD,W/B,,Beddington,50.8M WEST OF & OPP THE CHASE. 82M WEST OF KINGS WAY,74280,UKPN London Hub,Transport for London,Transport for London,CR0  4NH,2024/01/17 23:33:05+00,20210817043019
520751.000000107,181276.999999544,76813,0109/0614,A,520751,181277,,13769,,WESTERN AVENUE,E/B,,Acton,"OPP 161/161A, 40M E OF AND OPP FRIARY ROAD. 139.5 M W OF ANDERSON CLOSE",91570,Southern Electric,Transport for London,Transport for London,W3  6YE,2024/02/19 02:14:21+00,20210817043054
517780.0000001,171623.999999512,76814,0127/0096,A,517780,171624,,17715,,UPPER HAM ROAD,N/B,Ham,,"O/S 21-25 HAM PARADE (BARCLAYS BANK), N OF DUKES AVENUE",47943,UKPN London Hub,Transport for London,Transport for London,KT2 5QX,2024/01/21 23:13:07+00,20210817042705
527890.000000136,180816.999999521,76815,0133/4289,A,527890,180817,,18631,,PARK LANE,N/B,WEST END,WESTMINSTER,"6M S/O ENTRANCE TO SUBWAY (NORTH ENTRANCE), OPP 118-127 PARK LANE (BOB FORSTNER)",NONE,UKPN London Hub,Transport for London,Transport for London,W1R 1DD,2024/01/22 03:01:54+00,20210817042841
541994.000000334,185754.99999953,76816,0125/1125,A,541994,185755,,2182,,FOREST DRIVE,S/B,,MANOR PARK,13 M S OF FOREST VIEW ROAD. 18M N OF & OPP WHITTA ROAD. OPP 1-3 FOREST DRIVE.,51413,UKPN London Hub,Transport for London,Transport for London,E12 5HT,2024/02/01 23:44:11+00,20210817043148
526470.000000083,171759.999999559,76817,0132/1028,A,526470,171760,,28228,,BLACKSHAW ROAD,S/B,TOOTING,LONDON,"WIMBLEDON ROAD, 134 M S OF. 13 M N OF ""ALFRED HURLEY HOUSE"".",47156,UKPN London Hub,Transport for London,Transport for London,SW17 0DH,2024/01/10 19:17:08+00,20210817043012
530115.000000173,191283.99999953,76818,0114/1031,A,530115,191284,,8537,,BOUNDS GREEN ROAD,W/B,,,"PALACE ROAD, 10.4M W OF;  PARK ROAD, 51.4M E OF;  O/S P/W 119/121",50642,UKPN London Hub,Transport for London,Transport for London,N11 2JL,2023/12/07 22:29:33+00,20210817042930
547784.000000099,185868.999999132,76819,0102/0014,A,547784,185869,,6063,,VALENCE AVENUE,N/B,,DAGENHAM,63M N OF WOOD LANE. OUTSIDE GROVEWAY. OPPOSITE 571.,51811,UKPN London Hub,Transport for London,Transport for London,RM8 3QH,2024/01/28 07:25:54+00,20210817041948
532920.000000321,193595.999999608,76820,0110/1014,A,532920,193596,,7637,,GREAT CAMBRIDGE ROAD,N/B,,ENFIELD,"O/S P/W 25/26 KIPLING TERRACE, SOUTH OF  DEANSWAY",71236,UKPN London Hub,Transport for London,Transport for London,EN2 6SN,2023/12/18 05:09:42+00,20210817042312
531168.000000053,161435.999999504,76821,0108/0134,A,531168,161436,,10977,,BRIGHTON ROAD,S/B,Purley,Croydon,"O/S TESCOS, OPP 24/26, S 0F PURLEY ROAD, (POINT T)",57036,UKPN London Hub,Transport for London,Transport for London,CR8 2LR,2024/01/28 23:12:59+00,20210817042208
532508.000000124,183734.999999551,76822,0119/1004,A,532508,183735,,17626,,NEW NORTH ROAD,N/B,ISLINGTON,LONDON,O/S 261. 13 M S OF LINTON STREET,56725,UKPN London Hub,Transport for London,Transport for London,N1 7AT,2024/01/29 22:18:28+00,20210817042505
525716.000000129,181632.999999537,76823,0133/0288,A,525716,181633,,15556,,HARROW ROAD,W/B,HARROW ROAD,WESTMINSTER,"O/S ROYAL OAK LUL  BENEATH WESTWAY FLYOVER,WEST OF LORD HILLS BRIDGE.",55363,UKPN London Hub,Transport for London,Transport for London,W2  5DX,2024/02/13 00:05:21+00,20210817042804
