X,Y,OBJECTID,SHELTER_CODE,STATUS,OS_EASTING,OS_NORTHING,CREATED_ON,STOP_STOP_ID,COUNTDOWN_SIGN,ROAD_NAME,DIRECTION,LOCALITY,TOWN,FEATURE_LOCATION,SMS_CODE,ELECTRICITY_BOARD,POST_OWNER,SHELTER_OWNER,POSTCODE,LAST_CLEANED,UPDATED_ON
518267.000000086,187141.999999551,68963,0105/0303,A,518267,187142,,17392,,PRESTON ROAD,N/B,WEMBLEY,LONDON BOROUGH OF BRENT,"CARLTON ROAD EAST (N ARM),  75M N OF; OPP C/L OF ELMSTEAD AVENUE; O/S 213",54344,UKPN London Hub,Transport for London,Transport for London,HA9 8NF,2024/01/09 15:04:54+00,20210817042946
535465.000000221,186538.999999599,68964,0112/7241,A,535465,186539,,4466,,LEA BRIDGE ROAD,W/B,2,HACKNEY,E OF HILLSTOWE STREET: O/S 134/136,51968,UKPN London Hub,Transport for London,Transport for London,E5 9QU,2023/12/11 23:12:55+00,20210817042342
540547.000000175,172116.999999385,68965,0123/0367,A,540547,172117,,6864,,DOWNHAM WAY,W/B,Downham,Bromley,"O/S P/W 644/644A , 30M WEST OF BARING ROAD , 89 M EAST OF GALAHAD ROAD",53330,UKPN London Hub,Transport for London,Transport for London,BR1 5HN,2024/01/21 23:15:30+00,20230905132053
529053.000000125,162669.999999469,68966,0129/0117,A,529053,162670,,4836,,WOODCOTE ROAD,N/B,,Clockhouse,"O/S WALLINGTON HIGH SCHOOL FOR GIRLS, N OF WOODMANSTERNE LANE.",75955,UKPN London Hub,Transport for London,Transport for London,SM6 0SU,2024/01/22 01:17:52+00,20210817042747
552130.000000174,175977.999998959,68967,0104/1074,A,552130,175978,,18358,,THAMES ROAD,N/B,,CRAYFORD,13.5M N OF SHEARWOOD CRESCENT (WALKWAY) 376M NORTH & OPP C/L OF KENNET ROAD,71628,UKPN London Hub,Council,Transport for London,DA1  4SU,2023/12/17 23:55:48+00,20210817042954
529007.000000356,192482.999999456,68968,0110/1080,A,529007,192483,,553,,BOWES ROAD,E/B,,NEW SOUTHGATE,"BETSTYLE ROAD, 16.2M W OF; O/S 414/422 FLATS; OPP 397",51981,UKPN London Hub,Transport for London,Transport for London,N11  1NN,2023/11/21 22:37:52+00,20210817042929
533144.00000019,188513.99999956,68969,0114/8853,A,533144,188514,,11364,,SEVEN SISTERS ROAD,W/B,BOROUGH OF HARINGEY,,O/S 680(FRANKLYN MOTORS). N OF ST ANNE'S ROAD,48706,UKPN London Hub,Transport for London,Transport for London,N15 5NE,2023/11/27 00:57:31+00,20210817042426
518170.000000104,169299.999999513,68970,0121/F0055,A,518170,169300,,47,,EDEN STREET,,,,,,,,,,,20210817043149
527695.000000145,194637.999999492,68971,0103/7901,A,527695,194638,,19866,,CHURCH HILL ROAD,S/B,,EAST BARNET,"NORTH ARM OF ST MARY'S ROAD, 97M S OF & OPP; SOUTH ARM OF ST MARY'S ROAD, 13M N OF & OPP",51613,UKPN London Hub,Transport for London,Transport for London,EN4 8SY,2024/02/14 02:39:18+00,20210817041938
526846.000000041,175093.999999535,68972,0132/0149,A,526846,175094,,3244,,ST JOHN'S HILL,W/B,BATTERSEA,LONDON,"BRUSSELS ROAD, OPP; O/S 6 & 7 THE PARADE; W OF VARDENS ROAD.",52769,UKPN London Hub,Transport for London,Transport for London,SW11 1TB,2024/01/27 22:07:12+00,20210817042826
512536.000000103,171043.999999547,68973,0127/7814,A,512536,171044,,3188,,FEARNLEY CRESCENT,E/B,Hampton,,E OF FULMER CLOSE,52733,Southern Electric,Council,Transport for London,TW12 3YS,2024/01/15 20:34:42+00,20210817042640
527532.000000133,179413.999999524,68974,0120/F0173,A,527532,179414,,19381,,BROMPTON ROAD,,,,,,,,,,,20210817043200
512318.000000101,176557.999999631,68975,0118/0127,A,512318,176558,,4995,,VICARAGE FARM ROAD,N/B,,HOUNSLOW,"O/S 48-50, N OF GREAT WEST ROAD.",57337,Southern Electric,Transport for London,Transport for London,TW5 9AW,2024/02/05 18:59:47+00,20210817042512
529170.000000104,185969.999999466,68976,0119/0192,A,529170,185970,,451,,JUNCTION ROAD,N/B,ISLINGTON,LONDON,"O/S BENSON COURT (FLATS), NORTH OF A POINT OPP FULBROOK ROAD.",72251,UKPN London Hub,Transport for London,Transport for London,N19 5QH,2024/02/15 01:13:20+00,20230918154415
537860.000000516,163541.999999473,68977,0108/1082,A,537860,163542,,10671,,FIELDWAY,W/B,,Croydon,"BRIERLEY, 14 M E OF & OPP E ARM OF.",47516,UKPN London Hub,Transport for London,Transport for London,CR0  9DH,2024/01/29 23:33:23+00,20210817042855
533955.000000196,173911.999999513,68978,0128/9177,A,533955,173912,,17183,,LORDSHIP LANE,N/B,SOUTHWARK,Bellenden,"O/S 384, 100M SOUTH OF EYNELLA ROAD",50315,UKPN London Hub,Transport for London,Transport for London,SE22 0JZ,2024/02/15 00:07:36+00,20210817042719
534931.000000163,159681.999999468,68979,0108/1129,A,534931,159682,,12613,,LIMPSFIELD ROAD,S/B,,Croydon,"KINGSWOOD AVENUE, 12M N OF; HAMSEY WAY, 16M S OF & OPP; O/S P/W OF 333C/333D",72376,UKPN London Hub,Transport for London,Transport for London,CR2  9DH,2024/02/14 03:09:55+00,20210817043022
541135.000000184,190116.999999327,68980,0126/0228,A,541135,190117,,87,,CHIGWELL ROAD,S/B,,ILFORD,"165M - SOUTH OF SOUTHEND ROAD; 170M NORTH OF OLD MILL COURT; OPP CREST WALK FLATS",51494,UKPN London Hub,Transport for London,Transport for London,E18 1NN,2024/02/09 01:43:46+00,20210817042631
521368.000000095,168578.999999562,68981,0121/0100,A,521368,168579,,5595,,NEW MALDEN HIGH STREET,S/B,,NEW MALDEN,"DUKES AVENUE, 23.1 M N OF. NEW MALDEN RAILWAY BRIDGE, 44.8 M S OF.",57634,UKPN London Hub,Transport for London,Transport for London,KT3 4HG,2024/01/25 21:15:03+00,20210817042428
531332.000000069,162068.999999491,68982,0108/1004,A,531332,162069,,8246,,PURLEY WAY,N/B,,Croydon,"O/S BOUNDARY WALL, NORTH OF PEDESTRIAN ENTRANCE TO GILLIAM GROVE",75678,NO BOARD,Transport for London,Transport for London,CR8 2NT,2024/02/13 21:01:19+00,20231030100924
533359.000000199,187910.999999539,68983,0112/0028,A,533359,187911,,15850,,AMHURST PARK,W/B,,HACKNEY,OPP STAMFORD HILL STN E OF WEST BANK,57982,UKPN London Hub,Transport for London,Transport for London,N16 5DJ,2024/01/23 22:24:41+00,20210817042259
540575.000000319,182441.999999559,68984,0125/1064,A,540575,182442,,18299,,BARKING ROAD,E/B,,PLAISTOW,"47M WEST & OPP CUMBERLAND ROAD E13; 120M EAST & OPP ADINE ROAD; O/S PW 417/419",50353,UKPN London Hub,Transport for London,Transport for London,E13  8AL,2024/01/30 00:48:54+00,20210817043024
527219.000000117,195286.999999511,68985,0103/F0014,A,527219,195287,,10336,,CHURCH HILL ROAD,,,,,,,,,,,20210817041938
541270.000000183,177609.999999366,68986,0111/7372,A,541270,177610,,6787,,CHARLTON ROAD,E/B,,CHARLTON,"O/S DUCIE HOUSE (FLATS), E OF VICTORIA WAY",47142,UKPN London Hub,Transport for London,Transport for London,SE7 7DN,2023/12/25 00:59:04+00,20210817042235
524953.000000131,182074.999999542,68987,0133/0280,A,524953,182075,,3325,,HARROW ROAD,W/B,HARROW ROAD,WESTMINSTER,"O/S CHURCH OF ""OUR LADY OF LOURDES AND ST VINCENT DE PAUL"" (E END OF FRONTAGE), E OF WOODFIELD PLACE",76908,UKPN London Hub,Transport for London,Transport for London,W9 3RB,2024/02/13 00:23:51+00,20210817042804
551762.000000178,183626.99999923,68988,0116/1042,A,551762,183627,,7295,,RAINHAM ROAD,W/B,,RAINHAM,"NELSON ROAD, 53 M W OF.  O/S P/W 181/183.",75342,UKPN London Hub,Transport for London,Transport for London,RM13  7SA,2024/01/12 02:41:12+00,20210817043018
528976.000000152,194684.999999487,68989,0110/0015,A,528976,194685,,5799,,CHASE SIDE,N/B,,SOUTHGATE,"O/S P/W 175/177, SOUTH OF OSIDGE LANE",53040,UKPN London Hub,Transport for London,Transport for London,EN2 0PT,2024/02/13 01:30:20+00,20210817042301
517907.000000174,182703.999999484,68990,0109/4207,A,517907,182704,,7878,,WESTERN AVENUE,W/B,,Acton,"O/S 7 GREYSTOKE PARK TERRACE, WEST OF LYNWOOD ROAD",54595,Southern Electric,Transport for London,Transport for London,W5 1JN,2024/01/23 04:54:11+00,20230816113158
514899.00000005,175291.999999588,68991,0118/5933,A,514899,175292,,4631,,HALL ROAD,S/B,,ISLEWORTH,"OPP 5/7. HEATH RD, 48 M S OF & OPP.",58261,Southern Electric,Transport for London,Transport for London,TW7 7PA,2024/01/17 20:23:47+00,20210817042447
545581.000000193,186749.999999272,68992,0126/0059,A,545581,186750,,18329,,GREEN LANE,W/B,,ILFORD,"O/S 410/412, W OF WATER LANE",72089,UKPN London Hub,Transport for London,Transport for London,IG3 9JX,2024/02/06 05:53:22+00,20210817042617
530344.000000134,186101.999999549,68993,0119/0149,A,530344,186102,,702,,HOLLOWAY ROAD,N/B,ISLINGTON,LONDON,O/S 3-4 ODEON PARADE. 46 M N OF TUFNELL PARK ROAD (C/L),76512,UKPN London Hub,Transport for London,Transport for London,N7  6LJ,2024/02/14 23:04:46+00,20210817042520
514941.000000109,172465.999999541,68994,0127/7944,A,514941,172466,,5658,,HAMPTON ROAD,S/B,Teddington,,O/S 18/19 AUDLEY COURT S OF PT OPP FOURTH CROSS RD,73183,Southern Electric,Transport for London,Transport for London,TW121LD,2023/12/17 19:54:45+00,20210817042654
545452.000000262,169257.999999175,68995,0106/1034,A,545452,169258,,8369,,ST PAUL'S WOOD HILL,S/B,,ST PAULS CRAY,"BRENCHLEY ROAD, 226 M S OF  &  OPP.  81 M S OF ENT. TO ""ST.PETER  &  ST.PAUL RC PRIMARY SCHOOL"". 20 M N OF FLANK WALL OF 179.",73198,UKPN London Hub,Transport for London,Transport for London,BR5 2SR,2024/02/08 06:03:33+00,20210817042856
522172.000000068,174422.999999561,68996,0132/0237,A,522172,174423,,3302,,ROEHAMPTON LANE,S/B,WANDSWORTH,LONDON,"CLARENCE LANE, N OF & OPP; N OF MAIN ENT TO QUEEN MARY'S HOSPITAL.",74595,UKPN London Hub,Transport for London,Transport for London,SW15 5PG,2024/02/13 19:42:26+00,20210817042825
519280.00000016,188742.999999572,68997,0105/0357,A,519280,188743,,6830,,KINGSBURY ROAD,E/B,KINGSBURY,LONDON BOROUGH OF BRENT,"O/S ALDI / THE GYM ,64.5M WEST OF C/L BERKELEY ROAD ,30.5M EAST OF C/L SERVICE ROAD",77966,UKPN London Hub,Transport for London,Transport for London,NW9 9EL,2023/08/07 18:12:39+00,20210817043154
513769.000000109,172997.999999544,68998,0127/1057,A,513769,172998,,48091,,PERCY ROAD,N/B,Whitton,,"65M NORTH OF HOSPITAL BRIDGE ROAD, 139M SOUTH &OPP C/L ROSS ROAD, O/S TWICKENHAM CEMETERY",92182,NO BOARD,Transport for London,Transport for London,TW2  6JW,2024/01/17 19:20:30+00,20210817043128
530280.000000059,176168.999999489,68999,0122/0147,A,530280,176169,,4281,,CLAPHAM ROAD,S/B,,LAMBETH,"O/S 303/305, OPP 330, S OF GRANTHAM ROAD",71893,UKPN London Hub,Transport for London,Transport for London,SW9 9BN,2024/01/18 23:50:17+00,20210817042602
530620.00000015,183359.9999995,69000,0119/0190,A,530620,183360,,8520,,CALEDONIAN ROAD,N/B,ISLINGTON,LONDON,"OPP 128/130, N OF KILLICK STREET",47048,UKPN London Hub,Transport for London,Transport for London,N1 9RE,2024/02/01 23:57:04+00,20210817042455
507460.000000302,183332.999999722,69001,0117/9440,A,507460,183333,,4949,,LONG LANE,S/B,,Ickenham,"O/S 120. 67.2M N OF CLIFTON GARDENS, 87M S OF AND OPP HARVEY ROAD",47887,Southern Electric,Transport for London,Transport for London,UB10 0AR,2024/01/11 21:55:54+00,20210817042439
548968.000000103,186023.999999153,69002,0102/0066,A,548968,186024,,4707,,HEATHWAY,S/B,,DAGENHAM,"CONNOR ROAD, 30M S OF AND OPP.  O/S TRINITY SCHOOL PLAYING FIELD",56642,UKPN London Hub,Transport for London,Transport for London,RM107SJ,2024/02/08 04:49:54+00,20210817041939
533504.000000159,184602.999999588,69003,0112/1008,A,533504,184603,,12558,,KINGSLAND ROAD,N/B,,HACKNEY,"STAMFORD ROAD, 41 M S OF; O/S 501-505",76076,UKPN London Hub,Transport for London,Transport for London,E8  4AU,2024/01/31 23:10:14+00,20210817042215
531387.000000138,183247.999999524,69004,0119/0263,A,531387,183248,,19837,,WHITE LION STREET,E/B,ISLINGTON,LONDON,"O/S 97, W OF ISLINGTON HIGH STREET",55498,UKPN London Hub,Transport for London,Transport for London,N1 9PF,2024/01/29 04:34:24+00,20210817042442
540137.000000178,190550.99999934,69005,0126/0211,A,540137,190551,,19644,,WOODFORD GREEN HIGH ROAD,S/B,Woodford Green,ILFORD,"OPP 129, 50M N OF SOUTHEND ROAD",73916,UKPN London Hub,Transport for London,Transport for London,E18 2QH,2024/02/09 01:04:49+00,20210817042634
546407.00000029,179276.999999163,69006,0111/2596,A,546407,179277,,880,,FINCHALE ROAD,W/B,,ABBEY WOOD,O/S ABBEY WOOD SCHOOL. WEST OF  &  OPP MANISTER ROAD.,55181,UKPN London Hub,Transport for London,Transport for London,SE2 9AJ,2024/01/30 23:37:23+00,20210817042250
527972.000000135,181991.999999522,69007,0133/0150,A,527972,181992,,10649,,MARYLEBONE ROAD,E/B,MARYLEBONE ROAD,WESTMINSTER,"AT BAKER STREET STATION,E OF BAKER ST (WESTERN STOP).",NONE,UKPN London Hub,Transport for London,Transport for London,NW1 5LG,2024/02/19 01:02:37+00,20210817042834
553108.000001127,191785.999999525,69008,0116/9549,A,553108,191786,,5201,,STRAIGHT ROAD,N/B,,ROMFORD,O/S 279. 40M N OF GRANGE ROAD,56533,UKPN London Hub,Transport for London,Transport for London,RM3 7JS,2024/01/25 21:07:35+00,20210817042410
548546.000000302,171880.999999281,69009,0104/3006,A,548546,171881,,19790,,NORTH CRAY ROAD,N/B,,SIDCUP,"GATTONS WAY, 48 M N OF & OPP.  S OF & OPP NORTH CRAY CHURCH HALL.",54123,NO BOARD,Transport for London,Transport for London,DA14 5ER,2024/01/12 00:36:28+00,20210817042034
520720.000000023,175435.999999546,69010,0127/0221,A,520720,175436,,8844,,UPPER RICHMOND ROAD WEST,E/B,Sheen,,"PORTMAN AVENUE, 32.9 M W OF C/L; PALEWELL PARK, 7.5 M E OF & OPP C/L ; O/S P/W Nos. 192/190",71228,UKPN London Hub,Transport for London,Transport for London,SW14  8AN,2024/02/15 01:31:01+00,20210817043036
523398.000000425,187655.999999682,69011,0103/F0066,A,523398,187656,,4014,,TILLING ROAD,,,,,,,,,,,20210817042054
508097.000000132,186482.999999656,69012,0117/0066,A,508097,186483,,11091,,ICKENHAM HIGH ROAD,W/B,,Ickenham,"O/S ICKENHAM PARK,7 MTRS  S OF C/L OPP OAK AVE.",54585,Southern Electric,Transport for London,Transport for London,UB10 8TT,2024/02/18 21:22:19+00,20210817042322
547685.000000264,180776.999999182,69013,0104/4481,A,547685,180777,,3171,,CROSSWAY,W/B,,THAMESMEAD,SOUTH OF BAYLISS AVENUE,51385,UKPN London Hub,Transport for London,Transport for London,SE288NA,2024/01/25 23:51:26+00,20210817042008
523069.000000369,187468.999999457,69014,0103/F0041,A,523069,187469,,4155,,TILLING ROAD,,,,,,,,,,,20210817042054
538088.00000014,174952.999999372,69015,0123/F0051,A,538088,174953,,11611,,LEWISHAM HIGH STREET,,,,,,,,,,,20210817042540
516308.000000169,183725.99999949,69016,0109/5064,A,516308,183726,,15374,,HORSENDEN LANE SOUTH,S/B,,Perivale,"OUTSIDE LIBRARY, S OF BILTON ROAD",56923,Southern Electric,Transport for London,Transport for London,UB6 7RA,2024/01/19 22:15:24+00,20210817042156
516110.000000092,172192.999999518,69017,0127/9183,A,516110,172193,,546,,STRAWBERRY VALE,S/B,Twickenham,,O/S REAR WALL OF GARAGES IN MALLARD PLACE. OPP P/W 54-56. S OF  &  OPP MICHELHAM GARDENS.,47624,Southern Electric,Transport for London,Transport for London,TW1  4SE,2024/02/01 00:27:37+00,20210817042705
528114.000000082,188399.999999455,69018,0114/6247,A,528114,188400,,695,,ARCHWAY ROAD,N/B,,,"THE WELLINGTON PH, O/S 459/461 S OF TALBOT ROAD",54793,UKPN London Hub,Transport for London,Transport for London,N6 4HX,2024/01/25 22:12:37+00,20210817042423
530289.000000158,181906.999999496,69019,0107/F0006,A,530289,181907,,17461,,SOUTHAMPTON ROW,,,,,,,,,,,20210817042142
538172.000000192,180880.99999943,69020,0130/0298,A,538172,180881,,8788,,COTTON STREET,,,,,,,,,,,20210817043146
541364.000000241,172255.999999401,69021,0123/0193,A,541364,172256,,9413,,GROVE PARK ROAD,W/B,Grove Park,Eltham,OUTSIDE MERRYFIELD HOUSE (FLATS) W OF CHARLESFIELD ROAD,49161,UKPN London Hub,Transport for London,Transport for London,SE9 4PR,2024/01/21 20:32:16+00,20210817042554
540383.000000311,183946.999999575,69022,0125/8494,A,540383,183947,,3092,,PLASHET ROAD,E/B,UPTON PARK,PLAISTOW,"O/S 1, 39M EAST OF UPTON LANE. 36M WEST & OPPOSITE CECIL ROAD. (E13)",77363,UKPN London Hub,Transport for London,Transport for London,E13 0PZ,2024/02/02 02:10:32+00,20210817042530
556998.000000263,187971.999999077,69023,0116/2455,A,556998,187972,,2544,,AVON ROAD,W/B,,UPMINSTER,"O/S SIDE FENCE OF N0 2 CROUCH VALLEY.  CROUCH VALLEY, 29M W OF.  OPP 85",56326,UKPN London Hub,Council,Transport for London,RM141RP,2024/01/22 22:02:47+00,20210817042414
509708.000000098,179447.999999657,69024,0117/F0038,A,509708,179448,,2310,,STATION ROAD,,,,,,,,,,,20210817042454
548858.000000077,182534.999999247,69025,0102/1053,A,548858,182535,,31610,,HINDMANS WAY,E/B,,BARKING,"CHEQUERS LANE, 107M WEST OF.  HINDMANS WAY, 149M EAST & OPP",56824,UKPN London Hub,Transport for London,Transport for London,RM9  6PF,2024/01/29 08:18:57+00,20210817043029
546721.000000229,177080.999999272,69026,0111/8538,A,546721,177081,,2655,,UPPER WICKHAM LANE,S/B,,PLUMSTEAD,OPP PATRICIA COURT FLATS N OF OAKHAMPTON CRESCENT,74372,UKPN London Hub,Transport for London,Transport for London,DA16 1BW,2024/02/14 19:36:55+00,20210817042232
525670.000000121,192081.999999483,69027,0103/5318,A,525670,192082,,5876,,ARGYLE ROAD,E/B,,N12,"AVONDALE AVENUE, 20M W OF & OPP NO:12 ARGYLE ROAD.",47734,UKPN London Hub,Transport for London,Transport for London,N12 7NS,2024/02/13 20:30:02+00,20210817042005
529597.000000119,195082.999999501,69028,0110/7139,A,529597,195083,,5287,,CHASE ROAD,S/B,,SOUTHGATE,"O/S 148, OPP CHARTER WAY  S OF LAKENHEATH (S ARM).",54589,UKPN London Hub,Transport for London,Transport for London,N14 4JR,2024/02/14 00:39:52+00,20210817042301
526303.000000081,166840.999999498,69029,0129/0034,A,526303,166841,,12446,,BISHOPSFORD ROAD,N/B,St Helier North,Morden,"O/S 358, N OF MALMSBURY ROAD",76071,UKPN London Hub,Transport for London,Transport for London,SM4 6BU,2024/02/09 01:56:47+00,20210817042753
510139.000000103,181282.999999538,69030,0117/F0020,A,510139,181283,,2517,,UXBRIDGE ROAD,,,,,,,,,,,20210817042503
546233.000000307,171807.999999326,69031,0104/0278,A,546233,171808,,19310,,SIDCUP HIGH STREET,E/B,,SIDCUP,O/S 77 (MIND) 74.9M E OF STATION ROAD. 57.1M W OF HATERSLEY ROAD.,52662,UKPN London Hub,Transport for London,Transport for London,DA14 6DW,2024/02/19 00:03:34+00,20210817043110
525447.000000078,174690.999999569,69032,0132/0118,A,525447,174691,,12459,,WANDSWORTH HIGH STREET,W/B,,,"BUCKHOLD ROAD, 107 M W OF; O/S 141; PT X.",54125,UKPN London Hub,Transport for London,Transport for London,SW18 4JB,2024/02/14 02:04:42+00,20210817041957
529238.000000058,175480.999999502,69033,0122/1080,A,529238,175481,,40653,,OLD TOWN,S/B,,LAMBETH,O/S 53 (SAINSBURYS). 34 M N OF WINGATE SQUARE. OPP 10-12.,91448,UKPN London Hub,Transport for London,Transport for London,SW4 0JQ,2024/02/16 01:57:19+00,20210817043108
513123.000000091,175409.999999601,69034,0118/0051,A,513123,175410,,19829,,STAINES ROAD,W/B,,HOUNSLOW,"OPP 155-157(MITRE HOUSE), W OF HIBERNIA RD.",75878,Southern Electric,Transport for London,Transport for London,TW3 3RD,2024/01/10 00:36:52+00,20220705151319
520925.000000043,166577.999999578,69035,0121/1067,A,520925,166578,,33954,,MANOR DRIVE NORTH,N/B,,WORCESTER PARK,"GAINSBOROUGHROAD, 72M S OF AND OPP C/L.  MALDEN MANOR ROUNDABOUT, 32M N OF KERBLINE.  O/S ARMESTON HOUSE SHEDS. OPP NO. 107.",91515,UKPN London Hub,Transport for London,Transport for London,KT3 5PU,2024/01/24 23:54:31+00,20210817043157
547181.000000265,168380.999999075,69036,0106/1074,A,547181,168381,,12015,,MILL BROOK ROAD,N/B,,ST MARY CRAY,"STATION ROAD, 59 M S OF. 160 M N OF  &  OPP SANDWAY ROAD. O/S ""CHURCHILL ACCIDENT REPAIR CENTRE"". ON L/S 87M7",76030,UKPN London Hub,Council,Transport for London,BR5 3TX,2024/02/09 00:02:45+00,20210817042857
529785.000000145,185023.999999503,69037,0119/4108,A,529785,185024,,6750,,BRECKNOCK ROAD,S/B,ISLINGTON,LONDON,"O/S 8, N OF CAMDEN ROAD.",50781,UKPN London Hub,Transport for London,Transport for London,N7 0BG,2023/12/04 04:44:56+00,20210817042520
540923.000000321,182791.999999555,69038,0125/0120,A,540923,182792,,3295,,BARKING ROAD,E/B,,PLAISTOW,O/S 539-541 E OF GREENGATE STREET,76332,UKPN London Hub,Transport for London,Transport for London,E13 9EZ,2024/01/18 00:56:46+00,20210817042706
526112.000000129,180615.999999532,69039,0133/9785,A,526112,180616,,19428,,BAYSWATER ROAD,W/B,BAYSWATER ROAD,WESTMINSTER,"OPP THISTLE KENSINGTON GARDENS, 20M W OF  &  OPP PORCHESTER TERRACE,30 M E OF  &  OPP QUEENSBOROUGH TERRACE (W1)",75046,NO BOARD,Transport for London,Transport for London,W23HL,2024/01/21 23:40:07+00,20210817042721
518622.000000075,177895.999999579,69040,0118/0229,A,518622,177896,,2824,,BRENTFORD HIGH STREET,,,,,,,,,,2023/07/17 00:50:50+00,20231219162605
522483.000000093,195825.999999514,69041,0103/1038,A,522483,195826,,5250,,BARNET ROAD,W/B,,BARNET,"CHARTRIDGE CLOSE, 11M W OF & OPP; ROWLEY GREEN ROAD, 58M E OF.",77157,UKPN London Hub,Transport for London,Transport for London,EN5 3JS,2024/02/08 22:31:23+00,20210817042930
520213.000000109,182573.999999544,69042,0109/0355,A,520213,182574,,15363,,PARK ROYAL ROAD,N/B,,Park Royal,85.4m  SOUTH OF C/L OF CORONATION ROAD & 76.5M OF C/L OF ENTRANCE TO CAR PARK OF ASDA (OFF APPR ROAD),76663,UKPN London Hub,Transport for London,Transport for London,NW107PG,2024/02/18 23:59:54+00,20210817042909
537363.999999961,189798.999999216,69043,0131/0352,A,537364,189799,,9738,,FOREST ROAD,W/B,WALTHAMSTOW,,"HAWTHORNE ROAD, 31M E OF; OPP BROMLEY ROAD; O/S ASTON GRANGE RESIDENTIAL HOME",49763,UKPN London Hub,Transport for London,Transport for London,E17 4PG,2024/01/23 02:47:28+00,20210817042948
524883.000000036,177885.99999953,69044,0113/0248,A,524883,177886,,18894,,NORTH END ROAD,S/B,,HAMMERSMITH AND FULHAM,"THAXTON ROAD, 27.5M S OF C/L; O/S 295  (HOLIDAY INN HOTEL)",77170,UKPN London Hub,Transport for London,Transport for London,W14 9NS,2024/01/24 07:01:41+00,20210817043034
548984.000000108,185834.999999269,69045,0102/0048,A,548984,185835,,13567,,HEATHWAY,S/B,,DAGENHAM,"ROBINSON ROAD, 15M S OF.  O/S 504",49000,UKPN London Hub,Transport for London,Transport for London,RM107SH,2024/02/08 04:52:21+00,20210817041939
555054.00000014,186829.999999105,69046,0116/0366,A,555054,186830,,2599,,UPMINSTER ROAD,W/B,,HORNCHURCH,"MINSTER WAY, 12M E OF & OPP; UPMISTER BRIDGE STATION, 25M W OF ENTRANCE; O/S 132/134",52201,UKPN London Hub,Transport for London,Transport for London,RM11 3XH,2024/01/20 02:37:50+00,20210817043026
527936.000000088,173885.999999552,69047,0132/0407,A,527936,173886,,8119,,NIGHTINGALE LANE,W/B,BALHAM,LONDON,"42M EAST OF & OPP HENDRICK AVENUE; OPP 96",53155,UKPN London Hub,Transport for London,Transport for London,SW12 8NP,2024/02/15 22:48:04+00,20210817043027
519954.000000104,180348.999999544,69048,0109/0295,A,519954,180349,,13198,,STEYNE ROAD,S/B,,Acton,N OF ACTON HIGH STREET. S OF HORN LANE,49719,Southern Electric,Transport for London,Transport for London,W3 9NU,2024/02/01 22:48:57+00,20210817042116
523335.000000063,167991.99999955,69049,0124/5759,A,523335,167992,,15881,,GRAND DRIVE,N/B,SW20,RAYNES PARK,"O/S 165, ADJ ( SOUTH) GRAND DRIVE CLINIC, S OF WESTWAY",50284,UKPN London Hub,Transport for London,Transport for London,SW20 9JQ,2024/02/01 00:28:00+00,20210817042551
544146.000000243,172946.999999335,69050,0111/6411,A,544146,172947,,3162,,FOOTSCRAY ROAD,N/B,,ELTHAM,O/S 406 N OF BERCTA ROAD,55235,UKPN London Hub,Transport for London,Transport for London,SE9 3RD,2023/12/18 00:32:55+00,20240212151848
507554.000000184,182045.999999607,69051,0117/F0090,A,507554,182046,,17895,,LEES ROAD,,,,,,,,,,,20210817042439
520022.000000164,188764.99999958,69052,0105/9503,A,520022,188765,,18361,,KINGSBURY ROAD,E/B,KINGSBURY,LONDON BOROUGH OF BRENT,W OF SWIMMING POOL ENTRANCE E OF PT OPP OLD KENTON LANE,55367,UKPN London Hub,Transport for London,Transport for London,NW9 0NY,2024/01/29 12:56:43+00,20210817042053
542684.000000216,174487.999999374,69053,0111/0197,A,542684,174488,,6339,,WELL HALL ROAD,N/B,,ELTHAM,"OPP 14/16, ADJ ELTHAM CHURCH N OF ELTHAM HIGH STREET",49600,UKPN London Hub,Transport for London,Transport for London,SE9 1DH,2023/12/28 00:52:49+00,20210817042236
537303.000000168,183640.999999341,69054,0130/8160,A,537303,183641,,15288,,WICK LANE,S/B,,LONDON,N OF AUTUMN STREET,76070,UKPN London Hub,Transport for London,Transport for London,E3  2JG,2024/01/29 01:57:19+00,20210817042802
543106.000000268,181430.999999329,69055,0125/0298,A,543106,181431,,2212,,WOOLWICH MANOR WAY,S/B,,BECKTON,150 M N OF  &  OPP EAST HAM MANORWAY,56121,UKPN London Hub,Transport for London,Transport for London,E6  5NT,2024/01/17 02:16:43+00,20210817042629
526989.00000012,178634.999999526,69056,0120/2054,A,526989,178635,,7720,,SYDNEY PLACE,S/B,,,"O/S 3,NORTH OF SYDNEY PLACE",52470,UKPN London Hub,Transport for London,Transport for London,SW7 2SP,2024/02/16 02:42:03+00,20210817042458
507067.000000097,176833.999999593,69057,0117/F29172,A,507067,176834,,2539,,NEWPORT ROAD ROUNDABOUT,,,,,,,,,,,20210817042442
538918.000000189,188134.999999367,69058,0131/6404,A,538918,188135,,10108,,JAMES LANE,N/B,LEYTON,,O/S GRASS AREA 20 M S OF  &  OPP CLARE ROAD. 57 M N OF PETERBORUGH ROAD,56753,UKPN London Hub,Transport for London,Transport for London,E111UF,2024/01/31 23:43:49+00,20210817042749
